epoch loss mse ssim_score val_loss val_mse val_ssim_score
34 0.09430675208568573 0.0008813222520984709 0.9057013988494873 0.06799492239952087 0.000551308854483068 0.9320440888404846
35 0.09396439045667648 0.0008759066113270819 0.9060205817222595 0.0675690770149231 0.0005431360914371908 0.9324666261672974
36 0.09364830702543259 0.0008716187439858913 0.906343400478363 0.06794349104166031 0.0005626127822324634 0.9320919513702393
37 0.09335990250110626 0.0008662027539685369 0.906644880771637 0.06741233170032501 0.0005416070926003158 0.9326220154762268
38 0.09298501163721085 0.0008603050955571234 0.9070191383361816 0.06730112433433533 0.0005424779956229031 0.932736337184906
39 0.09269081801176071 0.0008533903164789081 0.9073117971420288 0.06688310950994492 0.0005425978451967239 0.9331508874893188
40 0.09251446276903152 0.0008515986264683306 0.9074877500534058 0.06761559844017029 0.0005536890239454806 0.9324204921722412
41 0.09233573824167252 0.0008502898854203522 0.9076707363128662 0.06700915843248367 0.000542742433026433 0.9330300092697144
42 0.09213319420814514 0.0008465219871141016 0.9078669548034668 0.06634219735860825 0.0005338015034794807 0.9336935877799988
43 0.09192255139350891 0.0008428601431660354 0.9080691337585449 0.06633403152227402 0.0005363434902392328 0.9337024092674255
44 0.09176817536354065 0.0008414700860157609 0.9082278609275818 0.0659852847456932 0.0005269826506264508 0.9340506196022034
45 0.09163430333137512 0.0008374769240617752 0.9083667397499084 0.06671799719333649 0.0005412710597738624 0.9333215951919556
46 0.09151995927095413 0.0008359000203199685 0.9084758162498474 0.06621103733778 0.0005316584720276296 0.9338257312774658
47 0.09139649569988251 0.0008339997148141265 0.9086035490036011 0.06586302816867828 0.0005317412433214486 0.9341742992401123
48 0.09128803014755249 0.0008331986609846354 0.9087221026420593 0.06589961796998978 0.0005261857295408845 0.9341371059417725
49 0.0911533311009407 0.0008304964285343885 0.9088389873504639 0.06570015847682953 0.0005247063818387687 0.9343363642692566
